cell,frame,type,count
2,42,Mature,153
2,42,Nascent,167
2,43,Nascent,46
2,44,Mature,58
2,44,Nascent,338
2,44,Transcription Site,1
2,45,Nascent,32
2,47,Nascent,49
2,48,Nascent,33
2,49,Nascent,44
2,50,Mature,7
2,50,Nascent,111
2,51,Nascent,103
2,51,No Spots,1
2,51,Transcription Site,3
2,52,Mature,7
2,52,Nascent,305
2,53,Nascent,63
2,54,Nascent,59
2,54,No Spots,1
2,55,Nascent,117
2,56,Nascent,112
2,57,Mature,16
2,57,Nascent,138
2,58,Nascent,11
2,59,Mature,46
2,59,Nascent,86
2,59,Transcription Site,3
2,60,Nascent,52
2,60,Transcription Site,1
2,61,No Spots,1
2,62,Nascent,18
2,63,Mature,409
2,63,Nascent,656
2,63,Transcription Site,11
2,64,Mature,8
2,64,Nascent,45
2,65,Nascent,35
2,66,Nascent,22
2,66,No Spots,1
2,67,Mature,7
2,67,Nascent,86
2,68,Mature,33
2,68,Nascent,101
2,69,Nascent,6
2,70,Nascent,16
2,71,Nascent,40
2,72,Nascent,16
2,73,Mature,15
2,73,Nascent,103
2,73,Transcription Site,2
2,74,Nascent,146
2,75,Mature,7
2,75,Nascent,28
2,76,Nascent,10
2,76,No Spots,1
2,77,Nascent,51
2,77,Transcription Site,1
2,78,Nascent,21
2,79,Nascent,97
2,80,Mature,26
2,80,Nascent,154
2,81,Nascent,16
2,82,Nascent,14
2,82,No Spots,1
2,84,Nascent,6
2,85,Nascent,29
2,86,Nascent,8
2,86,No Spots,1
2,87,Nascent,55
2,88,No Spots,1
2,89,Mature,71
2,89,Nascent,581
2,89,Transcription Site,5
2,90,Nascent,35
2,91,Nascent,1
2,92,Nascent,2
2,93,Nascent,111
2,93,Transcription Site,1
2,94,Nascent,10
2,95,Mature,24
2,95,Nascent,70
2,96,Nascent,59
2,97,Mature,11
2,97,Nascent,113
2,98,Nascent,3
2,99,No Spots,1
3,0,Nascent,32
3,2,Nascent,116
3,3,Nascent,6
3,4,Nascent,9
3,5,Nascent,203
3,6,Nascent,127
3,6,Transcription Site,3
3,7,Nascent,35
3,8,Nascent,14
3,9,Nascent,1
3,10,Mature,27
3,10,Nascent,113
3,11,Nascent,67
3,11,No Spots,1
3,12,Mature,67
3,12,Nascent,179
3,13,Mature,43
3,13,Nascent,168
3,14,Mature,10
3,14,Nascent,43
3,16,Nascent,102
3,16,Transcription Site,2
3,17,Nascent,53
3,18,Nascent,78
3,18,Transcription Site,1
3,19,Nascent,83
3,20,Nascent,6
3,21,Mature,8
3,21,Nascent,115
3,21,Transcription Site,1
3,22,Nascent,69
3,23,Nascent,66
3,26,Nascent,68
3,27,Nascent,76
3,28,Mature,12
3,28,Nascent,49
3,29,Nascent,66
3,30,Nascent,28
3,31,Nascent,75
3,32,Nascent,50
3,34,Mature,7
3,34,Nascent,76
3,34,Transcription Site,1
3,35,Mature,7
3,35,Nascent,7
3,36,Nascent,11
3,37,Nascent,72
3,38,Nascent,75
3,38,Transcription Site,1
3,39,Nascent,45
3,40,Nascent,10
3,40,Transcription Site,1
3,41,Nascent,8
3,42,Nascent,9
3,43,Mature,33
3,43,Nascent,29
3,44,Mature,7
3,44,Nascent,192
3,44,Transcription Site,2
3,45,Nascent,60
3,47,Nascent,106
3,48,Nascent,6
3,48,No Spots,1
3,50,Mature,10
3,50,Nascent,60
3,50,Transcription Site,1
3,51,Nascent,2
3,52,Nascent,16
3,54,Mature,10
3,54,Nascent,78
3,55,Nascent,108
3,56,Mature,9
3,56,Nascent,42
3,57,Mature,26
3,57,Nascent,79
3,58,Nascent,3
3,59,Nascent,3
3,60,Nascent,9
3,61,Nascent,34
3,61,Transcription Site,1
3,62,Mature,11
3,62,Nascent,15
3,64,Nascent,8
3,65,Mature,25
3,65,Nascent,193
3,65,Transcription Site,1
3,66,No Spots,1
3,67,Nascent,89
3,68,Mature,15
3,68,Nascent,12
3,69,Nascent,1
3,70,Mature,45
3,70,Nascent,54
3,71,Nascent,28
3,72,Mature,55
3,72,Nascent,130
3,73,Nascent,89
3,77,Nascent,129
3,78,Mature,8
3,78,Nascent,84
3,79,Nascent,1
3,80,Nascent,2
3,81,Nascent,48
3,81,Transcription Site,3
3,82,Nascent,10
3,84,No Spots,1
3,85,Nascent,102
3,86,Nascent,10
3,87,Mature,8
3,87,Nascent,48
3,88,Nascent,2
3,89,Mature,49
3,89,Nascent,293
3,90,Mature,10
3,90,Nascent,36
3,91,Nascent,2
3,92,Nascent,58
3,94,Nascent,6
3,95,Nascent,3
3,96,Mature,40
3,96,Nascent,135
3,97,Mature,8
3,97,Nascent,99
3,99,No Spots,1
4,0,Nascent,52
4,2,Mature,19
4,2,Nascent,234
4,3,Mature,11
4,3,Nascent,127
4,6,Nascent,35
4,7,Nascent,19
4,9,Nascent,2
4,10,Nascent,33
4,11,Nascent,105
4,12,Nascent,36
4,12,No Spots,1
4,14,Nascent,186
4,16,Nascent,21
4,16,Transcription Site,15
4,17,Nascent,90
4,19,Mature,68
4,19,Nascent,277
4,21,Mature,57
4,21,Nascent,196
4,22,Nascent,13
4,22,Transcription Site,1
4,27,Nascent,26
4,27,Transcription Site,1
4,28,Nascent,81
4,29,Nascent,19
4,31,Nascent,3
4,32,Nascent,25
4,35,Nascent,13
4,38,Nascent,310
4,40,Mature,7
4,40,Nascent,10
4,40,Transcription Site,1
4,41,Mature,8
4,41,Nascent,8
4,42,No Spots,1
4,43,Mature,82
4,43,Nascent,162
4,47,Mature,49
4,47,Nascent,246
4,47,Transcription Site,3
4,48,Mature,17
4,48,Nascent,100
4,48,Transcription Site,2
4,50,Nascent,68
4,50,Transcription Site,4
4,51,Nascent,2
4,54,Nascent,64
4,55,Nascent,5
4,55,No Spots,1
4,56,Nascent,102
4,57,Nascent,132
4,58,Nascent,18
4,59,Nascent,6
4,61,Nascent,55
4,62,Nascent,2
4,65,Nascent,7
4,66,Mature,10
4,66,Nascent,114
4,67,Nascent,8
4,68,Nascent,14
4,70,Mature,19
4,70,Nascent,115
4,70,Transcription Site,4
4,71,Mature,24
4,71,Nascent,201
4,73,Nascent,30
4,77,Nascent,16
4,78,Nascent,38
4,80,Mature,75
4,80,Nascent,27
4,81,Mature,65
4,81,Nascent,39
4,82,Nascent,23
4,84,No Spots,1
4,85,Mature,29
4,85,Nascent,23
4,88,Nascent,34
4,90,Nascent,44
4,91,Mature,29
4,91,Nascent,146
4,92,Mature,7
4,92,Nascent,142
4,94,Mature,9
4,94,Nascent,93
4,95,Nascent,60
4,95,Transcription Site,1
4,97,Mature,35
4,97,Nascent,315
4,97,Transcription Site,2
4,99,Nascent,19
4,99,Transcription Site,1
5,2,Nascent,4
5,3,Nascent,20
5,6,Nascent,3
5,7,Nascent,29
5,9,Nascent,15
5,10,Mature,7
5,10,Nascent,84
5,11,Nascent,4
5,12,Nascent,5
5,14,Nascent,12
5,17,Nascent,44
5,19,Nascent,20
5,21,Mature,170
5,21,Nascent,222
5,21,Transcription Site,1
5,27,Nascent,6
5,28,Nascent,8
5,29,Nascent,41
5,29,No Spots,1
5,29,Transcription Site,2
5,32,Nascent,58
5,38,Nascent,12
5,40,Nascent,5
5,41,Nascent,229
5,47,Nascent,10
5,48,No Spots,1
5,50,Nascent,33
5,51,Nascent,1
5,54,Mature,137
5,54,Nascent,334
5,54,Transcription Site,6
5,55,Nascent,32
5,61,Nascent,85
5,67,Nascent,1
5,70,Nascent,28
5,77,No Spots,1
5,78,No Spots,1
5,80,Mature,7
5,80,Nascent,30
5,81,Nascent,16
5,82,Nascent,30
5,84,Nascent,26
5,85,Mature,24
5,85,Nascent,112
5,88,Nascent,12
5,91,No Spots,1
5,92,Nascent,9
5,94,Nascent,33
5,95,Nascent,14
5,97,Nascent,4
5,99,Nascent,67
6,2,Nascent,3
6,7,Nascent,39
6,9,Nascent,18
6,11,Nascent,25
6,17,Nascent,21
6,19,Mature,7
6,19,Nascent,87
6,27,Mature,150
6,27,Nascent,475
6,27,Transcription Site,14
6,28,Nascent,60
6,32,Nascent,51
6,38,Nascent,7
6,40,Mature,51
6,40,Nascent,28
6,41,Mature,34
6,41,Nascent,264
6,47,Nascent,17
6,50,Nascent,2
6,51,No Spots,1
6,54,Nascent,205
6,55,Nascent,57
6,61,Nascent,18
6,67,No Spots,1
6,78,Mature,7
6,78,Nascent,56
6,84,Nascent,36
6,91,Nascent,11
6,92,Nascent,38
6,94,Nascent,25
6,94,Transcription Site,2
6,97,Nascent,14
6,99,Nascent,16
7,7,Nascent,12
7,9,Nascent,1
7,11,Nascent,1
7,19,Nascent,8
7,27,Nascent,21
7,28,Nascent,19
7,32,Nascent,26
7,51,Nascent,11
7,54,Nascent,4
7,55,Nascent,25
7,61,Nascent,15
7,84,Mature,21
7,84,Nascent,56
7,91,Nascent,6
7,91,Transcription Site,1
7,94,Nascent,29
7,99,Nascent,17
8,11,Nascent,8
8,28,Nascent,15
8,32,Nascent,14
8,32,No Spots,1
8,51,Nascent,3
8,55,Nascent,19
8,61,Nascent,17
8,84,Mature,52
8,84,Nascent,228
8,84,Transcription Site,1
8,91,Nascent,4
8,99,Mature,36
8,99,Nascent,59
9,32,Nascent,18
9,32,No Spots,1
9,51,Nascent,29
10,51,Nascent,21
11,51,Nascent,8
