cell,frame,type,count
1,91,Mature,42
1,91,Nascent,70
1,91,No Spots,1
1,92,Mature,13
1,92,Nascent,62
1,92,No Spots,1
1,93,Mature,188
1,93,Nascent,272
1,93,No Spots,2
1,94,Nascent,31
1,94,No Spots,1
1,95,Nascent,162
1,96,Nascent,21
1,96,No Spots,1
1,97,Mature,527
1,97,Nascent,75
1,97,No Spots,1
1,97,Transcription Site,3
1,98,Mature,62
1,98,Nascent,74
1,98,No Spots,2
1,99,Nascent,30
1,99,No Spots,3
2,0,Nascent,255
2,0,No Spots,1
2,1,Mature,65
2,1,Nascent,212
2,2,Nascent,1
2,2,No Spots,1
2,3,Nascent,110
2,3,No Spots,1
2,4,Mature,122
2,4,Nascent,298
2,5,Nascent,122
2,6,Mature,178
2,6,Nascent,162
2,7,No Spots,2
2,8,Mature,203
2,8,Nascent,656
2,8,Transcription Site,33
2,9,Nascent,9
2,9,No Spots,1
2,10,Mature,183
2,10,Nascent,164
2,10,Transcription Site,3
2,11,Nascent,7
2,11,No Spots,1
2,12,Nascent,22
2,12,No Spots,1
2,13,Nascent,99
2,14,Mature,35
2,14,Nascent,201
2,15,Mature,42
2,15,Nascent,137
2,15,Transcription Site,2
2,16,Nascent,17
2,16,No Spots,1
2,17,Nascent,7
2,18,Nascent,38
2,18,No Spots,1
2,18,Transcription Site,1
2,19,Nascent,92
2,19,No Spots,1
2,20,Nascent,26
2,20,No Spots,2
2,21,Mature,18
2,21,Nascent,39
2,22,Nascent,23
2,22,No Spots,1
2,23,Mature,135
2,23,Nascent,290
2,24,Mature,7
2,24,Nascent,420
2,25,Mature,15
2,25,Nascent,277
2,26,Nascent,19
2,26,No Spots,3
2,27,Nascent,97
2,27,No Spots,1
2,28,Nascent,17
2,28,No Spots,1
2,29,Nascent,169
2,29,No Spots,1
2,30,Mature,27
2,30,Nascent,111
2,30,No Spots,2
2,30,Transcription Site,2
2,31,Nascent,28
2,32,Mature,24
2,32,Nascent,42
2,32,No Spots,1
2,32,Transcription Site,1
2,33,Nascent,35
2,33,No Spots,1
2,34,Nascent,25
2,34,No Spots,1
2,35,Nascent,33
2,36,Nascent,67
2,37,Mature,61
2,37,Nascent,391
2,37,No Spots,1
2,38,Mature,7
2,38,Nascent,52
2,38,No Spots,1
2,39,Nascent,106
2,39,No Spots,1
2,40,Nascent,18
2,41,Nascent,41
2,41,No Spots,2
2,42,Mature,8
2,42,Nascent,35
2,42,No Spots,1
2,42,Transcription Site,1
2,43,Mature,10
2,43,Nascent,146
2,43,No Spots,1
2,44,Mature,340
2,44,Nascent,540
2,45,Mature,12
2,45,Nascent,168
2,45,Transcription Site,1
2,46,Nascent,44
2,46,No Spots,2
2,47,Mature,55
2,47,Nascent,252
2,47,Transcription Site,1
2,48,Nascent,91
2,49,Nascent,138
2,50,No Spots,1
2,51,Nascent,34
2,52,Mature,7
2,52,Nascent,31
2,53,Mature,513
2,53,Nascent,727
2,53,No Spots,1
2,53,Transcription Site,48
2,54,Nascent,11
2,54,No Spots,1
2,55,Nascent,137
2,55,No Spots,1
2,56,Nascent,42
2,56,No Spots,2
2,57,Nascent,31
2,58,Nascent,56
2,58,No Spots,1
2,59,Nascent,60
2,59,Transcription Site,1
2,60,Nascent,66
2,60,No Spots,1
2,61,Mature,33
2,61,Nascent,332
2,61,No Spots,1
2,61,Transcription Site,2
2,62,Nascent,85
2,63,Nascent,17
2,63,No Spots,2
2,64,Mature,12
2,64,Nascent,53
2,64,No Spots,1
2,64,Transcription Site,1
2,65,Nascent,28
2,66,Nascent,96
2,66,No Spots,1
2,67,Mature,15
2,67,Nascent,265
2,68,Mature,10
2,68,Nascent,232
2,68,Transcription Site,1
2,69,Mature,140
2,69,Nascent,573
2,70,Nascent,29
2,71,Nascent,11
2,71,No Spots,1
2,72,Mature,7
2,72,Nascent,170
2,73,Nascent,22
2,73,No Spots,1
2,74,Mature,60
2,74,Nascent,432
2,75,Nascent,85
2,76,Mature,33
2,76,Nascent,107
2,76,Transcription Site,2
2,77,Nascent,93
2,77,No Spots,1
2,77,Transcription Site,1
2,78,Mature,7
2,78,Nascent,234
2,79,Nascent,111
2,79,No Spots,1
2,80,Mature,9
2,80,Nascent,36
2,80,No Spots,2
2,81,Nascent,5
2,82,Mature,13
2,82,Nascent,80
2,83,Mature,62
2,83,Nascent,210
2,83,No Spots,1
2,84,Mature,21
2,84,Nascent,76
2,84,No Spots,1
2,85,Nascent,7
2,85,No Spots,1
2,86,Nascent,84
2,86,No Spots,1
2,87,Nascent,54
2,87,Transcription Site,1
2,88,Nascent,38
2,89,Nascent,117
2,90,Mature,36
2,90,Nascent,31
2,90,Transcription Site,2
2,91,Mature,22
2,91,Nascent,48
2,91,No Spots,1
2,91,Transcription Site,2
2,92,Mature,299
2,92,Nascent,45
2,92,No Spots,1
2,93,Mature,18
2,93,Nascent,48
2,93,No Spots,1
2,93,Transcription Site,1
2,94,Nascent,2
2,94,No Spots,2
2,95,Mature,7
2,95,Nascent,66
2,95,No Spots,1
2,96,Nascent,36
2,96,Transcription Site,1
2,97,Mature,7
2,97,Nascent,295
2,97,No Spots,1
2,98,Nascent,63
2,98,No Spots,1
2,99,Mature,29
2,99,Nascent,93
2,99,Transcription Site,2
3,0,Mature,11
3,0,Nascent,70
3,1,Nascent,25
3,2,Nascent,35
3,2,No Spots,1
3,3,Mature,7
3,3,Nascent,112
3,3,No Spots,1
3,4,Nascent,56
3,5,Nascent,19
3,6,Nascent,54
3,7,Mature,8
3,7,Nascent,2
3,7,No Spots,1
3,8,Mature,385
3,8,Nascent,895
3,8,Transcription Site,60
3,9,Nascent,1
3,10,Mature,16
3,10,Nascent,64
3,10,Transcription Site,2
3,11,Nascent,12
3,11,Transcription Site,1
3,12,Nascent,5
3,13,Mature,48
3,13,Nascent,28
3,13,Transcription Site,1
3,14,Mature,38
3,14,Nascent,257
3,14,Transcription Site,3
3,15,Mature,8
3,15,Nascent,154
3,15,No Spots,1
3,16,Nascent,3
3,16,No Spots,1
3,17,Nascent,1
3,18,Mature,62
3,18,Nascent,119
3,18,Transcription Site,1
3,19,Mature,32
3,19,Nascent,278
3,19,Transcription Site,2
3,20,Nascent,34
3,20,No Spots,1
3,21,Mature,19
3,21,Nascent,6
3,22,Nascent,92
3,23,Nascent,76
3,24,Mature,29
3,24,Nascent,333
3,25,Nascent,68
3,25,Transcription Site,1
3,26,Nascent,35
3,26,No Spots,2
3,27,Nascent,3
3,27,No Spots,1
3,28,Nascent,26
3,29,Nascent,2
3,30,Mature,22
3,30,Nascent,88
3,30,Transcription Site,1
3,31,Nascent,8
3,32,Mature,115
3,32,Nascent,166
3,33,Nascent,1
3,34,Nascent,29
3,35,Nascent,30
3,37,Nascent,10
3,38,Nascent,11
3,38,No Spots,2
3,39,Mature,58
3,39,Nascent,163
3,40,Nascent,12
3,41,Nascent,2
3,41,No Spots,1
3,42,No Spots,1
3,43,Nascent,11
3,43,Transcription Site,1
3,44,Nascent,72
3,44,No Spots,1
3,45,Nascent,92
3,46,Nascent,50
3,46,No Spots,2
3,47,Mature,7
3,47,Nascent,144
3,48,Nascent,8
3,49,Nascent,43
3,49,Transcription Site,1
3,50,Nascent,2
3,51,Mature,33
3,51,Nascent,118
3,52,Mature,11
3,52,Nascent,40
3,52,No Spots,1
3,52,Transcription Site,2
3,53,Mature,392
3,53,Nascent,672
3,53,No Spots,1
3,53,Transcription Site,41
3,54,Nascent,18
3,54,No Spots,1
3,55,Nascent,59
3,56,Nascent,28
3,56,No Spots,2
3,57,Mature,22
3,57,Nascent,185
3,58,Nascent,22
3,58,Transcription Site,1
3,59,Mature,68
3,59,Nascent,39
3,59,Transcription Site,1
3,60,Mature,18
3,60,Nascent,67
3,61,Nascent,3
3,61,No Spots,1
3,62,Nascent,31
3,62,No Spots,2
3,63,Mature,13
3,63,Nascent,209
3,63,No Spots,1
3,63,Transcription Site,1
3,64,Nascent,23
3,64,No Spots,1
3,65,Nascent,2
3,66,Mature,18
3,66,Nascent,145
3,66,Transcription Site,1
3,67,Nascent,44
3,68,Mature,40
3,68,Nascent,236
3,69,Nascent,161
3,70,Nascent,65
3,71,Mature,27
3,71,Nascent,96
3,72,Mature,113
3,72,Nascent,5
3,72,No Spots,1
3,73,Nascent,131
3,74,Mature,120
3,74,Nascent,22
3,74,Transcription Site,1
3,75,Mature,18
3,75,Nascent,40
3,75,No Spots,1
3,75,Transcription Site,1
3,76,Mature,78
3,76,Nascent,403
3,77,Mature,7
3,77,Nascent,233
3,77,Transcription Site,1
3,78,Nascent,65
3,79,Nascent,104
3,80,Nascent,2
3,80,No Spots,2
3,81,Nascent,6
3,81,No Spots,1
3,82,Mature,18
3,82,Nascent,20
3,83,Mature,28
3,83,Nascent,19
3,83,No Spots,2
3,84,Nascent,2
3,84,No Spots,2
3,85,Nascent,2
3,86,Nascent,26
3,87,Nascent,85
3,88,Nascent,73
3,89,Nascent,54
3,90,Mature,40
3,90,Nascent,38
3,91,Nascent,12
3,91,No Spots,1
3,92,Nascent,33
3,93,Nascent,4
3,93,No Spots,1
3,94,Mature,44
3,94,Nascent,72
3,96,Nascent,55
3,97,Mature,39
3,97,Nascent,273
3,97,No Spots,1
3,97,Transcription Site,3
3,98,Nascent,17
3,98,No Spots,1
3,99,Mature,8
3,99,Nascent,95
3,99,No Spots,1
3,99,Transcription Site,1
4,0,Mature,35
4,0,Nascent,33
4,1,Mature,60
4,1,Nascent,15
4,2,Nascent,53
4,2,No Spots,1
4,3,Mature,29
4,3,Nascent,103
4,3,No Spots,1
4,3,Transcription Site,3
4,4,Nascent,7
4,5,No Spots,1
4,6,Mature,7
4,6,Nascent,46
4,7,Mature,74
4,7,Nascent,51
4,7,No Spots,1
4,8,Nascent,120
4,9,Nascent,8
4,10,Nascent,16
4,10,No Spots,2
4,11,Nascent,16
4,12,Nascent,2
4,13,Nascent,55
4,14,Mature,7
4,14,Nascent,155
4,14,Transcription Site,2
4,15,Nascent,20
4,16,Nascent,5
4,16,Transcription Site,6
4,17,Nascent,6
4,18,Mature,59
4,18,Nascent,504
4,19,Nascent,15
4,19,No Spots,2
4,20,Mature,37
4,20,Nascent,70
4,20,Transcription Site,1
4,21,Mature,64
4,22,Nascent,87
4,23,Mature,39
4,23,Nascent,14
4,23,Transcription Site,2
4,24,Nascent,180
4,24,Transcription Site,2
4,25,Nascent,5
4,26,Nascent,19
4,27,Nascent,5
4,28,Nascent,5
4,30,Mature,12
4,30,Nascent,10
4,31,Nascent,17
4,32,Mature,23
4,32,Nascent,48
4,34,Nascent,58
4,35,Nascent,3
4,38,Nascent,19
4,39,Nascent,1
4,39,No Spots,1
4,40,Mature,35
4,40,Nascent,12
4,40,Transcription Site,1
4,41,Nascent,42
4,42,Nascent,1
4,43,Nascent,3
4,44,Nascent,13
4,44,Transcription Site,9
4,45,Mature,7
4,45,Nascent,40
4,45,Transcription Site,2
4,46,Mature,147
4,46,Nascent,295
4,46,Transcription Site,3
4,47,Nascent,2
4,47,No Spots,1
4,48,Nascent,6
4,49,Mature,7
4,49,Nascent,133
4,50,Nascent,6
4,51,Nascent,28
4,51,Transcription Site,1
4,52,Mature,54
4,52,Nascent,44
4,53,Mature,42
4,53,Nascent,171
4,53,No Spots,2
4,54,Nascent,12
4,54,No Spots,1
4,55,Nascent,82
4,56,Nascent,37
4,57,Nascent,8
4,58,Nascent,30
4,59,Mature,7
4,59,Nascent,211
4,60,Nascent,6
4,61,Nascent,13
4,62,Nascent,29
4,63,Nascent,198
4,63,No Spots,2
4,64,Nascent,13
4,64,No Spots,1
4,66,Nascent,53
4,66,No Spots,1
4,67,Nascent,43
4,68,Nascent,12
4,68,No Spots,1
4,69,Mature,103
4,69,Nascent,250
4,70,Nascent,39
4,70,Transcription Site,1
4,71,Nascent,3
4,72,Nascent,16
4,73,Nascent,105
4,74,Mature,7
4,74,Nascent,19
4,74,Transcription Site,1
4,75,Nascent,26
4,76,Nascent,87
4,77,Nascent,99
4,78,Nascent,123
4,79,Nascent,2
4,80,Mature,45
4,80,Nascent,28
4,80,No Spots,1
4,81,Mature,86
4,81,Nascent,24
4,82,Nascent,21
4,83,Mature,45
4,83,Nascent,122
4,83,Transcription Site,1
4,84,Nascent,28
4,85,Nascent,4
4,86,Nascent,52
4,87,Nascent,27
4,88,Nascent,34
4,89,Nascent,37
4,90,Nascent,5
4,91,Mature,8
4,91,Nascent,28
4,92,Nascent,29
4,93,No Spots,2
4,94,Nascent,16
4,96,Mature,11
4,96,Nascent,152
4,97,No Spots,2
4,98,Nascent,20
4,98,No Spots,1
4,98,Transcription Site,13
4,99,Nascent,6
5,0,Nascent,5
5,1,Nascent,1
5,2,No Spots,1
5,3,Nascent,6
5,3,No Spots,1
5,3,Transcription Site,1
5,5,No Spots,1
5,6,Nascent,5
5,7,Nascent,20
5,7,Transcription Site,1
5,8,Mature,23
5,8,Nascent,108
5,8,No Spots,1
5,8,Transcription Site,3
5,9,Nascent,9
5,10,Nascent,24
5,11,Mature,68
5,11,Nascent,11
5,11,No Spots,1
5,13,Nascent,4
5,14,Nascent,79
5,15,Mature,9
5,15,Nascent,31
5,16,Nascent,12
5,18,Mature,36
5,18,Nascent,44
5,18,Transcription Site,2
5,19,Nascent,24
5,20,Nascent,33
5,21,Mature,7
5,21,Nascent,6
5,22,Nascent,6
5,25,Nascent,32
5,26,Nascent,3
5,27,Nascent,9
5,31,No Spots,1
5,34,No Spots,1
5,38,Nascent,78
5,39,Nascent,22
5,40,Mature,10
5,40,Nascent,1
5,40,Transcription Site,1
5,42,Nascent,8
5,43,Nascent,10
5,44,Mature,87
5,44,Nascent,344
5,44,Transcription Site,6
5,45,Mature,16
5,45,Nascent,24
5,45,Transcription Site,1
5,46,Nascent,10
5,47,No Spots,1
5,49,Nascent,2
5,50,Mature,8
5,50,Nascent,28
5,50,Transcription Site,1
5,51,Nascent,3
5,52,Mature,19
5,52,Nascent,13
5,52,No Spots,1
5,53,Nascent,16
5,54,Nascent,5
5,54,No Spots,1
5,55,Mature,10
5,55,Nascent,22
5,55,No Spots,1
5,56,Mature,7
5,56,Nascent,41
5,57,Nascent,8
5,58,Nascent,118
5,58,Transcription Site,1
5,59,Nascent,24
5,60,Nascent,29
5,62,Nascent,1
5,62,No Spots,1
5,63,Nascent,8
5,66,Nascent,7
5,67,Nascent,19
5,68,Nascent,12
5,69,Nascent,19
5,69,No Spots,1
5,70,Nascent,2
5,71,Nascent,19
5,72,Mature,7
5,72,Nascent,26
5,73,Nascent,2
5,74,Mature,14
5,74,Nascent,9
5,74,No Spots,1
5,75,No Spots,1
5,76,Nascent,17
5,76,No Spots,1
5,77,Nascent,12
5,78,Nascent,39
5,79,Nascent,11
5,80,Nascent,21
5,81,Mature,23
5,81,Nascent,7
5,81,No Spots,1
5,81,Transcription Site,1
5,82,Mature,7
5,82,Nascent,43
5,82,No Spots,1
5,83,Nascent,27
5,84,No Spots,2
5,86,Mature,32
5,86,Nascent,20
5,86,Transcription Site,1
5,87,Nascent,10
5,88,Nascent,2
5,90,Mature,97
5,90,Nascent,12
5,91,Nascent,2
5,92,Nascent,19
5,92,No Spots,1
5,93,Nascent,7
5,93,No Spots,1
5,94,Mature,21
5,94,Nascent,471
5,97,Nascent,15
5,97,No Spots,1
5,98,Nascent,5
5,99,Nascent,5
6,0,Nascent,9
6,2,Nascent,5
6,5,Nascent,1
6,7,Mature,17
6,7,Nascent,113
6,7,Transcription Site,2
6,8,Nascent,47
6,10,Nascent,1
6,10,No Spots,1
6,11,Nascent,10
6,11,Transcription Site,1
6,14,Nascent,30
6,15,Nascent,106
6,16,Nascent,5
6,18,Nascent,214
6,19,Nascent,1
6,20,Mature,7
6,20,Nascent,10
6,21,Mature,7
6,21,Nascent,13
6,22,Mature,10
6,22,Nascent,7
6,26,Nascent,21
6,27,Nascent,5
6,34,Nascent,5
6,39,Nascent,45
6,39,Transcription Site,3
6,40,Nascent,4
6,45,Mature,14
6,45,Nascent,31
6,50,Mature,11
6,50,Nascent,13
6,52,Mature,12
6,52,Nascent,3
6,53,Nascent,12
6,53,Transcription Site,1
6,54,Nascent,5
6,55,No Spots,1
6,56,Nascent,11
6,57,Nascent,22
6,58,Mature,15
6,58,Nascent,346
6,59,Nascent,15
6,60,Nascent,30
6,62,Nascent,46
6,63,Nascent,8
6,66,Nascent,14
6,67,Nascent,10
6,68,Mature,31
6,68,Nascent,290
6,68,Transcription Site,1
6,69,Nascent,11
6,70,Nascent,4
6,71,Nascent,1
6,72,Nascent,4
6,73,Nascent,1
6,74,No Spots,1
6,75,Nascent,6
6,76,Nascent,62
6,77,Nascent,10
6,78,Nascent,45
6,79,Nascent,10
6,80,Nascent,4
6,80,No Spots,1
6,81,Nascent,11
6,83,Mature,19
6,83,Nascent,70
6,84,Nascent,49
6,84,No Spots,1
6,86,Nascent,29
6,88,Nascent,8
6,90,No Spots,1
6,91,No Spots,1
6,91,Transcription Site,1
6,92,Nascent,16
6,93,Nascent,11
6,94,Nascent,4
6,97,Mature,10
6,97,Nascent,68
6,99,Nascent,2
7,0,Mature,36
7,0,Nascent,11
7,2,Nascent,1
7,5,Nascent,4
7,7,Nascent,33
7,7,Transcription Site,2
7,8,Nascent,39
7,10,Nascent,7
7,11,Nascent,3
7,14,Mature,22
7,14,Nascent,25
7,18,Nascent,34
7,18,Transcription Site,1
7,20,Nascent,14
7,21,No Spots,1
7,22,Nascent,14
7,26,Nascent,6
7,45,Nascent,70
7,50,Nascent,7
7,52,Nascent,5
7,53,Mature,37
7,53,Nascent,64
7,53,Transcription Site,1
7,56,Mature,7
7,56,Nascent,20
7,56,Transcription Site,1
7,57,Nascent,100
7,58,Nascent,24
7,59,Mature,74
7,59,Nascent,193
7,60,No Spots,1
7,62,Nascent,12
7,63,Nascent,26
7,66,Mature,34
7,66,Nascent,219
7,67,Nascent,49
7,68,Nascent,32
7,68,Transcription Site,1
7,69,Nascent,5
7,70,No Spots,1
7,72,Nascent,30
7,72,Transcription Site,1
7,73,Mature,62
7,73,Nascent,354
7,73,Transcription Site,1
7,76,No Spots,1
7,78,No Spots,1
7,79,Nascent,5
7,80,Nascent,3
7,81,Nascent,3
7,83,Nascent,13
7,83,Transcription Site,1
7,84,Nascent,2
7,86,No Spots,1
7,88,Nascent,58
7,92,Nascent,2
7,92,No Spots,1
7,93,Nascent,2
8,2,No Spots,1
8,5,Mature,7
8,5,Nascent,33
8,8,Nascent,17
8,10,No Spots,1
8,14,No Spots,1
8,18,Nascent,72
8,20,Mature,57
8,20,Nascent,5
8,26,Nascent,25
8,45,Nascent,16
8,50,Nascent,1
8,53,Nascent,102
8,53,Transcription Site,1
8,57,Mature,26
8,57,Nascent,102
8,57,Transcription Site,3
8,59,Nascent,9
8,60,Nascent,44
8,62,Nascent,7
8,66,Nascent,75
8,66,Transcription Site,1
8,67,Nascent,5
8,67,Transcription Site,1
8,68,Mature,11
8,68,Nascent,5
8,69,Nascent,2
8,70,Nascent,3
8,72,Nascent,10
8,73,Nascent,1
8,79,Nascent,269
8,80,No Spots,1
8,80,Transcription Site,2
8,84,Nascent,5
8,86,Nascent,9
8,92,No Spots,2
8,93,Nascent,3
9,2,Nascent,8
9,5,Nascent,4
9,8,Nascent,24
9,10,No Spots,1
9,18,Nascent,21
9,53,Mature,9
9,53,Nascent,18
9,53,No Spots,1
9,59,Nascent,169
9,59,Transcription Site,1
9,60,Mature,17
9,60,Nascent,25
9,60,Transcription Site,1
9,68,Nascent,1
9,70,No Spots,1
9,73,Nascent,5
9,79,Nascent,9
9,79,Transcription Site,1
9,86,Nascent,12
9,92,Nascent,3
10,8,Mature,7
10,8,Nascent,16
10,60,Nascent,2
10,60,Transcription Site,1
10,68,Nascent,5
10,92,No Spots,1
11,60,Nascent,1
11,92,No Spots,1
12,60,No Spots,1
